date,chain,tvl,share_within_chains
2022-04-22,Polygon,53724,0.0003620833175792987
2022-04-23,Ethereum,148830054,0.999585866816028
2022-04-23,Polygon,61661,0.0004141331839719893
2022-04-24,Ethereum,149520203,0.999639102159501
2022-04-24,Polygon,53981,0.0003608978404989995
2022-04-25,Ethereum,275582236,0.9998109560679816
2022-04-25,Polygon,52107,0.00018904393201829716
2022-04-26,Ethereum,265715769,0.999802094580361
2022-04-26,Polygon,52597,0.00019790541963899495
2022-04-27,Ethereum,266406944,0.9998046003398421
2022-04-27,Polygon,52066,0.00019539966015786069
2022-04-28,Ethereum,273564330,0.9997158331892583
2022-04-28,Polygon,77760,0.0002841668107417247
2022-04-29,Ethereum,285151073,0.9997318632116863
2022-04-29,Polygon,76480,0.0002681367883137153
2022-04-30,Ethereum,285916511,0.9997490281822242
2022-04-30,Polygon,71775,0.00025097181777578124
2022-05-01,Ethereum,307927795,0.9997582842286045
2022-05-01,Polygon,74449,0.00024171577139548372
2022-05-02,Ethereum,198655143,0.9996290825506945
2022-05-02,Polygon,73712,0.00037091744930548714
2022-05-03,Ethereum,202517134,0.9996399330115275
2022-05-03,Polygon,72946,0.0003600669884724859
2022-05-04,Ethereum,211994371,0.99962588008079
2022-05-04,Polygon,79341,0.00037411991920997735
2022-05-05,Ethereum,143531656,0.9995484569484202
2022-05-05,Polygon,64840,0.0004515430515797544
2022-05-06,Ethereum,148096017,0.9995600130306714
2022-05-06,Polygon,65189,0.0004399869693285299
2022-05-07,Ethereum,145800884,0.9995774240075185
2022-05-07,Polygon,61638,0.0004225759924814683
2022-05-08,Ethereum,117138192,0.9994340662043739
2022-05-08,Polygon,66330,0.0005659337956260766
2022-05-09,Ethereum,119273423,0.9996018803977277
2022-05-09,Polygon,47504,0.00039811960227228207
2022-05-10,Ethereum,119528832,0.9995883860024748
2022-05-10,Polygon,49220,0.0004116139975252315
2022-05-11,Ethereum,96233154,0.9994713558695815
2022-05-11,Polygon,50900,0.0005286441304185219
2022-05-12,Ethereum,105024274,0.9995902056329022
2022-05-12,Polygon,43056,0.0004097943670977458
2022-05-13,Ethereum,142414536,0.9994917710079165
2022-05-13,Polygon,72416,0.0005082289920834295
2022-05-14,Ethereum,141793310,0.9996082732442659
2022-05-14,Polygon,55566,0.0003917267557340391
2022-05-15,Ethereum,141247165,0.999511054145425
2022-05-15,Polygon,69096,0.0004889458545750796
2022-05-16,Ethereum,127775994,0.999491344800821
2022-05-16,Polygon,65027,0.0005086551991789866
2022-05-17,Ethereum,134525815,0.9991782166400888
2022-05-17,Polygon,110642,0.0008217833599112015
2022-05-18,Ethereum,154091523,0.9993335939526006
2022-05-18,Polygon,102756,0.0006664060473994629
2022-05-19,Ethereum,203435913,0.999463008747221
2022-05-19,Polygon,109302,0.0005369912527788973
2022-05-20,Ethereum,161562467,0.9993088631590372
2022-05-20,Polygon,111739,0.0006911368409627445
2022-05-21,Ethereum,126238930,0.9990536134351817
2022-05-21,Polygon,119584,0.0009463865648182599
2022-05-22,Ethereum,123695534,0.9990319055548171
2022-05-22,Polygon,119865,0.0009680944451828645
2022-05-23,Ethereum,100885536,0.9989064218524414
2022-05-23,Polygon,110447,0.0010935781475586014
2022-05-24,Ethereum,112480653,0.9990415456404613
2022-05-24,Polygon,107911,0.0009584543595386828
2022-05-25,Ethereum,136517089,0.9712484756153522
2022-05-25,Polygon,107978,0.0007682076190475649
2022-05-25,Solana,3933289,0.02798331676560019
2022-05-26,Ethereum,107334388,0.963798287177861
2022-05-26,Polygon,102278,0.0009183949622555008
2022-05-26,Solana,3929363,0.035283317859883465
2022-05-27,Ethereum,120110034,0.9674922144124852
2022-05-27,Polygon,102414,0.0008249497926779395
2022-05-27,Solana,3933289,0.031682835794836835
2022-05-28,Ethereum,125410396,0.9688201129294133
2022-05-28,Polygon,102839,0.0007944516146296829
2022-05-28,Solana,3933289,0.030385435455957087
2022-05-29,Ethereum,122221821,0.9680164740611605
2022-05-29,Polygon,108879,0.0008623391863823163
2022-05-29,Solana,3929363,0.03112118675245711
2022-05-30,Ethereum,156539343,0.9748565055831071
2022-05-30,Polygon,112024,0.000697635004009452
2022-05-30,Solana,3925438,0.02444585941288345
2022-05-31,Ethereum,155890057,0.9701522612623503
2022-05-31,Polygon,120681,0.0007510353597561497
2022-05-31,Solana,4675438,0.029096703377893565
2022-06-01,Ethereum,159184293,0.9705353582413823
2022-06-01,Polygon,147913,0.000901815083247928
2022-06-01,Solana,4684789,0.02856282667536983
2022-06-02,Ethereum,151964510,0.9882757529564995
2022-06-02,Polygon,130446,0.0008483337252241562
2022-06-02,Solana,1672360,0.010875913318276297
2022-06-03,Ethereum,152120657,0.9882676980328997
2022-06-03,Polygon,128800,0.0008367626199947156
2022-06-03,Solana,1677113,0.010895539347105571
2022-06-04,Ethereum,117959507,0.9824890337615577
2022-06-04,Polygon,126962,0.0010574711261249583
2022-06-04,Solana,1975438,0.01645349511231735
2022-06-05,Ethereum,119467460,0.982707234120281
2022-06-05,Polygon,124864,0.0010270977225195444
2022-06-05,Solana,1977413,0.016265668157199355
2022-06-06,Ethereum,104921951,0.9801882068361942
2022-06-06,Polygon,131444,0.001227959044141075
2022-06-06,Solana,1989263,0.018583834119664706
2022-06-07,Ethereum,98574022,0.978695093158847
2022-06-07,Polygon,126747,0.0012584113385634642
2022-06-07,Solana,2019080,0.020046495502589565
2022-06-08,Ethereum,108813632,0.9986657093036313
2022-06-08,Polygon,128320,0.001177690528865372
2022-06-08,Solana,17063,0.00015660016750334977
2022-06-09,Ethereum,113844228,0.956771558490293
2022-06-09,Polygon,127556,0.0010720082612777507
2022-06-09,Solana,5016105,0.04215643324842917
2022-06-10,Ethereum,146482948,0.966074275265638
2022-06-10,Polygon,126993,0.0008375355091761887
2022-06-10,Solana,5017063,0.03308818922518577
2022-06-11,Ethereum,146652104,0.9661803580321177
2022-06-11,Polygon,116266,0.0007659891842190153
2022-06-11,Solana,5017063,0.03305365278366337
2022-06-12,Ethereum,149200636,0.9666089534908302
2022-06-12,Polygon,131985,0.0008550759979768935
2022-06-12,Solana,5022080,0.03253597051119292
2022-06-13,Ethereum,133409621,0.9989516406668565
2022-06-13,Polygon,120637,0.0009033121312527195
2022-06-13,Solana,19371,0.00014504720189076675
2022-06-14,Ethereum,103130117,0.9986544857619368
2022-06-14,Polygon,119598,0.0011581202723560968
2022-06-14,Solana,19352,0.00018739396570707857
2022-06-15,Ethereum,97124540,0.998492564651993
2022-06-15,Polygon,116599,0.0011987004988220046
2022-06-15,Solana,30031,0.00030873484918501545
2022-06-16,Ethereum,93166798,0.9985814661154562
2022-06-16,Polygon,102317,0.0010966552684201418
2022-06-16,Solana,30031,0.00032187861612366744
2022-06-17,Ethereum,135507398,0.999034623986109
2022-06-17,Polygon,100943,0.0007442069845443404
2022-06-17,Solana,29999,0.00022116902934671715
2022-06-18,Ethereum,132503006,0.9990630659823057
2022-06-18,Polygon,94262,0.0007107286511343305
2022-06-18,Solana,30001,0.0002262053665600247
2022-06-19,Ethereum,171129046,0.999262633143014
2022-06-19,Polygon,96283,0.0005622190174946035
2022-06-19,Solana,29995,0.00017514783949140175
2022-06-20,Ethereum,172773354,0.999180903855483
2022-06-20,Polygon,111660,0.0006457508472313574
2022-06-20,Solana,29974,0.00017334529728562338
2022-06-21,Ethereum,166767893,0.9992229785290591
2022-06-21,Polygon,99697,0.0005973543917737906
2022-06-21,Solana,29986,0.00017966707916716536
2022-06-22,Ethereum,162478590,0.9991803181907742
2022-06-22,Polygon,97686,0.0006007310167006248
2022-06-22,Solana,35604,0.0002189507925251218
2022-06-23,Ethereum,96019565,0.9985728829223005
2022-06-23,Polygon,101601,0.0010566180286047811
2022-06-23,Solana,35626,0.0003704990490947327
2022-06-24,Ethereum,52589524,0.9971989813195009
2022-06-24,Polygon,112057,0.0021248172211963605
2022-06-24,Solana,35661,0.0006762014593027068
2022-06-25,Ethereum,22762794,0.9937235463403812
2022-06-25,Polygon,108111,0.004719651125358554
2022-06-25,Solana,35661,0.001556802534260264
2022-06-26,Ethereum,22480833,0.9918696177459372
2022-06-26,Polygon,148650,0.006558538941948172
2022-06-26,Solana,35626,0.0015718433121146692
2022-06-27,Ethereum,20391772,0.9911145721231037
2022-06-27,Polygon,147082,0.00714872221487227
2022-06-27,Solana,35732,0.0017367056620240136
2022-06-28,Ethereum,20853841,0.9928920594216195
2022-06-28,Polygon,113594,0.005408431981328498
2022-06-28,Solana,35695,0.0016995085970519632
2022-06-29,Ethereum,15789113,0.990840081914885
2022-06-29,Polygon,110203,0.006915749450096789
2022-06-29,Solana,35761,0.0022441686350182055
2022-06-30,Ethereum,14730707,0.9910112929500028
2022-06-30,Polygon,98231,0.006608510393816924
2022-06-30,Solana,35380,0.0023801966561802566
2022-07-01,Ethereum,14548709,0.9888246779254969
2022-07-01,Polygon,94601,0.006429697876040406
2022-07-01,Solana,69823,0.004745624198462693
2022-07-02,Ethereum,13446323,0.9883550230617982
2022-07-02,Polygon,88882,0.006533159374483176
2022-07-02,Solana,69545,0.005111817563718554
2022-07-03,Ethereum,13527947,0.9877681434471608
2022-07-03,Polygon,97976,0.007153899377516708
2022-07-03,Solana,69545,0.005077957175322523
2022-07-04,Ethereum,13880656,0.8960323651218715
2022-07-04,Polygon,96008,0.006197565540895231
2022-07-04,Solana,1514580,0.09777006933723334
2022-07-05,Ethereum,14380166,0.8886456985780721
2022-07-05,Polygon,103332,0.006385568659323497
2022-07-05,Solana,1698616,0.10496873276260445
2022-07-06,Ethereum,13805330,0.8931355969978682
2022-07-06,Polygon,51870,0.0033557287957824565
2022-07-06,Solana,1599949,0.10350867420634943
2022-07-07,Ethereum,13838863,0.8785346387246844
2022-07-07,Polygon,95890,0.006087399413326802
2022-07-07,Solana,1817458,0.11537796186198877
2022-07-08,Ethereum,13815999,0.8767087048182622
2022-07-08,Polygon,97680,0.006198386833022197
2022-07-08,Solana,1845260,0.11709290834871561
2022-07-09,Ethereum,13787554,0.8766246342033781
2022-07-09,Polygon,95246,0.006055823238069273
2022-07-09,Solana,1845202,0.11731954255855258
2022-07-10,Ethereum,13699974,0.8758979409454422
2022-07-10,Polygon,95926,0.006132959513874442
2022-07-10,Solana,1845162,0.11796909954068337
2022-07-11,Ethereum,14932235,0.8874178525907563
2022-07-11,Polygon,51013,0.003031685940799368
2022-07-11,Solana,1843363,0.10955046146844424
2022-07-12,Ethereum,14195620,0.8818274817001612
2022-07-12,Polygon,50830,0.003157543727911792
2022-07-12,Solana,1851506,0.11501497457192703
2022-07-13,Ethereum,14512935,0.8780905592348035
2022-07-13,Polygon,101461,0.006138795924499242
2022-07-13,Solana,1913438,0.11577064484069721
2022-07-14,Ethereum,21616009,0.9139427841444016
2022-07-14,Polygon,101910,0.0043088393020263805
2022-07-14,Solana,1933462,0.08174837655357207
2022-07-15,Ethereum,13967407,0.8659424175921736
2022-07-15,Polygon,219899,0.01363315837263863
2022-07-15,Solana,1942412,0.12042442403518772
2022-07-16,Ethereum,13505296,0.8612566099438043
2022-07-16,Polygon,233814,0.014910732278463254
2022-07-16,Solana,1941810,0.12383265777773243
2022-07-17,Ethereum,11906644,0.8449095745160217
2022-07-17,Polygon,240736,0.017082911971726792
2022-07-17,Solana,1944831,0.13800751351225155
2022-07-18,Ethereum,21797083,0.701032095936152
2022-07-18,Polygon,276648,0.00889748079027568
2022-07-18,Solana,9019115,0.2900704232735723
2022-07-19,Ethereum,21556406,0.698421569765253
2022-07-19,Polygon,289042,0.009364880554211507
2022-07-19,Solana,9019014,0.2922135496805355
2022-07-20,Ethereum,21369939,0.6995110577236405
2022-07-20,Polygon,288613,0.009447288778072462
2022-07-20,Solana,8891271,0.29104165349828703
2022-07-21,Ethereum,21583895,0.777051992101853
2022-07-21,Polygon,291239,0.010485032712017528
2022-07-21,Solana,5901508,0.21246297518612942
2022-07-22,Ethereum,16251235,0.6495319309012896
2022-07-22,Polygon,291817,0.011663388012038568
2022-07-22,Solana,8476865,0.3388046810866719
2022-07-23,Ethereum,15987594,0.6478754248345937
2022-07-23,Polygon,229187,0.009287490349802854
2022-07-23,Solana,8460176,0.3428370848156035
2022-07-24,Ethereum,15758641,0.5342523424290067
2022-07-24,Polygon,229275,0.0077729231734139075
2022-07-24,Solana,13508709,0.4579747343975794
2022-07-25,Ethereum,15864691,0.45674667273793135
2022-07-25,Polygon,286019,0.008234527012838156
2022-07-25,Solana,18583404,0.5350188002492304
2022-07-26,Ethereum,11171708,0.3189709383669626
2022-07-26,Polygon,282509,0.008066104200638993
2022-07-26,Solana,23570002,0.6729629574323984
2022-07-27,Ethereum,11233935,0.3204357346499513
2022-07-27,Polygon,283165,0.008076972565904419
2022-07-27,Solana,23541209,0.6714872927841443
2022-07-28,Ethereum,11387362,0.6072756423280972
2022-07-28,Polygon,301444,0.016075680980893636
2022-07-28,Solana,7062748,0.3766486766910092
2022-07-29,Ethereum,16987444,0.695364959229477
2022-07-29,Polygon,313056,0.012814651378779712
2022-07-29,Solana,7129037,0.29182038939174326
2022-07-30,Ethereum,16817488,0.6922428651906327
2022-07-30,Polygon,306988,0.01263626605228688
2022-07-30,Solana,7169726,0.2951208687570804
2022-07-31,Ethereum,14535177,0.6609353710842045
2022-07-31,Polygon,284204,0.012923164004374717
2022-07-31,Solana,7172447,0.3261414649114207
2022-08-01,Ethereum,21476282,0.7972866326605391
2022-08-01,Polygon,285140,0.010585552491666208
2022-08-01,Solana,5175292,0.19212781484779473
2022-08-02,Ethereum,11176971,0.6601373516865027
2022-08-02,Polygon,291888,0.017239569764390537
2022-08-02,Solana,5462422,0.3226230785491068
2022-08-03,Ethereum,57921204,0.9095965847117079
2022-08-03,Polygon,287470,0.00451443879182958
2022-08-03,Solana,5469230,0.08588897649646257
2022-08-04,Ethereum,41955370,0.8785419686508082
2022-08-04,Polygon,296848,0.006215972503878648
2022-08-04,Solana,5503463,0.11524205884531308
2022-08-05,Ethereum,41318990,0.8768000835908837
2022-08-05,Polygon,298750,0.0063395553708543335
2022-08-05,Solana,5507016,0.11686036103826193
2022-08-06,Ethereum,34774419,0.856724411062033
2022-08-06,Polygon,296398,0.007302247148686063
2022-08-06,Solana,5519154,0.13597334178928092
2022-08-07,Ethereum,39989564,0.8751450876820027
2022-08-07,Polygon,308377,0.006748626134161226
2022-08-07,Solana,5396841,0.11810628618383605
2022-08-08,Ethereum,39514324,0.9551122438637732
2022-08-08,Polygon,304382,0.007357306049617425
2022-08-08,Solana,1552687,0.037530450086609365
2022-08-09,Ethereum,38681509,0.954262017397975
2022-08-09,Polygon,299773,0.007395316137781573
2022-08-09,Solana,1554240,0.038342666464243384
2022-08-10,Ethereum,57752372,0.9720430524506858
2022-08-10,Polygon,305924,0.005149075067911039
2022-08-10,Solana,1355093,0.02280787248140314
2022-08-11,Ethereum,68345861,0.976240272322825
2022-08-11,Polygon,309371,0.004419001017322536
2022-08-11,Solana,1354030,0.019340726659852522
2022-08-12,Ethereum,52862476,0.9533864554766294
2022-08-12,Polygon,166400,0.0030010608317194818
2022-08-12,Solana,2418184,0.0436124836916511
2022-08-13,Ethereum,75877607,0.9439733641827122
2022-08-13,Polygon,180729,0.0022484019842030256
2022-08-13,Solana,4322753,0.0537782338330848
2022-08-14,Ethereum,24921427,0.8467447484615577
2022-08-14,Polygon,192092,0.0065266283596632545
2022-08-14,Solana,4318523,0.1467286231787791
2022-08-15,Ethereum,31899174,0.771645619225359
2022-08-15,Polygon,186879,0.004520629959735505
2022-08-15,Solana,9253097,0.22383375081490547
2022-08-16,Ethereum,39745767,0.8074906831046343
2022-08-16,Polygon,202166,0.004107284215713626
2022-08-16,Solana,9273399,0.188402032679652
2022-08-17,Ethereum,71649677,0.8779266364681415
2022-08-17,Polygon,197033,0.0024142539953561455
2022-08-17,Solana,9765664,0.1196591095365024
2022-08-18,Ethereum,52275123,0.9328111161772961
2022-08-18,Polygon,197466,0.003523635513340943
2022-08-18,Solana,3567827,0.06366524830936302
2022-08-19,Ethereum,62152767,0.9432061020881745
2022-08-19,Polygon,206722,0.0031371322830385266
2022-08-19,Solana,3535724,0.053656765628787025
2022-08-20,Ethereum,58014807,0.9396133596798459
2022-08-20,Polygon,192749,0.0031217812284531194
2022-08-20,Solana,3535720,0.05726485909170093
2022-08-21,Ethereum,57533201,0.9388875645067829
2022-08-21,Polygon,172826,0.002820357278981388
2022-08-21,Solana,3572025,0.05829207821423566
2022-08-22,Ethereum,71382337,0.9500192067152154
2022-08-22,Polygon,193282,0.0025723676196301934
2022-08-22,Solana,3562164,0.04740842566515437
2022-08-23,Ethereum,68530516,0.9486039507832041
2022-08-23,Polygon,153401,0.002123386823091983
2022-08-23,Solana,3559632,0.04927266239370383
2022-08-24,Ethereum,69047175,0.9206104036698459
2022-08-24,Polygon,187401,0.002498629527683541
2022-08-24,Solana,5766939,0.0768909668024706
2022-08-25,Ethereum,74036660,0.9183844967321763
2022-08-25,Polygon,195056,0.002419563583697473
2022-08-25,Solana,6384475,0.07919593968412623
2022-08-26,Ethereum,77516937,0.872449632838609
2022-08-26,Polygon,182982,0.0020594541643986055
2022-08-26,Solana,11149837,0.12549091299699236
2022-08-27,Ethereum,71555924,0.8635867064373653
2022-08-27,Polygon,188614,0.0022763250607731266
2022-08-27,Solana,11114454,0.13413696850186158
2022-08-28,Ethereum,69996634,0.8611490978143624
2022-08-28,Polygon,169686,0.0020875996096001975
2022-08-28,Solana,11116508,0.13676330257603733
2022-08-29,Ethereum,63644892,0.903517651672933
2022-08-29,Polygon,168768,0.002395869680123545
2022-08-29,Solana,6627567,0.0940864786469435
2022-08-30,Ethereum,49817093,0.8793331949594216
2022-08-30,Polygon,215569,0.0038050589885726084
2022-08-30,Solana,6620599,0.11686174605200572
2022-08-31,Ethereum,54752255,0.9674129374374996
2022-08-31,Polygon,120598,0.0021308358062893953
2022-08-31,Solana,1723718,0.03045622675621108
2022-09-01,Ethereum,45828162,0.371252895025966
2022-09-01,Polygon,181145,0.0014674515130997095
2022-09-01,Solana,77432591,0.6272796534609343
2022-09-02,Ethereum,64038491,0.988634632986757
2022-09-02,Polygon,183132,0.0028272158631615914
2022-09-02,Solana,553056,0.008538151150081346
2022-09-03,Ethereum,69146319,0.9906867621399509
2022-09-03,Polygon,178855,0.0025625265871714866
2022-09-03,Solana,471175,0.0067507112728776115
2022-09-04,Ethereum,53321062,0.9879310835818814
2022-09-04,Polygon,180214,0.0033389997426650124
2022-09-04,Solana,471175,0.008729916675453557
2022-09-05,Ethereum,81818535,0.9898732771350605
2022-09-05,Polygon,201695,0.0024401865742494167
2022-09-05,Solana,635335,0.007686536290690167
2022-09-06,Ethereum,97543031,0.9537695082166587
2022-09-06,Polygon,196546,0.0019218141966692772
2022-09-06,Solana,4531496,0.04430867758667204
2022-09-07,Ethereum,101593979,0.9555241570352557
2022-09-07,Polygon,192970,0.0018149451217290475
2022-09-07,Solana,4535825,0.04266089784301527
2022-09-08,Ethereum,97026834,0.9538142431025174
2022-09-08,Polygon,193488,0.00190206773385412
2022-09-08,Solana,4504762,0.04428368916362851
2022-09-09,Ethereum,81582464,0.9478823260199608
2022-09-09,Polygon,147716,0.0017162681635892309
2022-09-09,Solana,4337955,0.05040140581644995
2022-09-10,Ethereum,76453803,0.9439557924215937
2022-09-10,Polygon,203352,0.002510735774654871
2022-09-10,Solana,4335836,0.05353347180375151
2022-09-11,Ethereum,72967974,0.9415317212224845
2022-09-11,Polygon,200943,0.002592838998895731
2022-09-11,Solana,4330303,0.05587543977861971
2022-09-12,Ethereum,44360955,0.9868645066426609
2022-09-12,Polygon,202462,0.004504018494279179
2022-09-12,Solana,387997,0.008631474863059926
2022-09-13,Ethereum,45530462,0.9880480171273228
2022-09-13,Polygon,146743,0.003184442322973018
2022-09-13,Solana,404019,0.00876754054970415
2022-09-14,Ethereum,33565926,0.9824447972868237
2022-09-14,Polygon,196385,0.005748014266466919
2022-09-14,Solana,403401,0.01180718844670938
2022-09-15,Ethereum,34279844,0.9808592795590142
2022-09-15,Polygon,177621,0.00508232202266007
2022-09-15,Solana,491324,0.01405839841832574
2022-09-16,Ethereum,49409198,0.986410709196292
2022-09-16,Polygon,179467,0.0035828990939567756
2022-09-16,Solana,501219,0.010006391709751214
2022-09-17,Ethereum,45433782,0.9850341474650501
2022-09-17,Polygon,188505,0.0040869118482784305
2022-09-17,Solana,501781,0.010878940686671435
2022-09-18,Ethereum,47066580,0.9842157296671704
2022-09-18,Polygon,197439,0.004128674092100095
2022-09-18,Solana,557387,0.011655596240729517
2022-09-19,Ethereum,51759777,0.9855635266501543
2022-09-19,Polygon,199129,0.00379163688240617
2022-09-19,Solana,559045,0.010644836467439486
2022-09-20,Ethereum,41243773,0.9820254822776687
2022-09-20,Polygon,197460,0.004701576447202065
2022-09-20,Solana,557446,0.013272941275129154
2022-09-21,Ethereum,41969373,0.9824437005351695
2022-09-21,Polygon,191283,0.0044776646620255395
2022-09-21,Solana,558711,0.013078634802805014
2022-09-22,Ethereum,35586776,0.979439889625647
2022-09-22,Polygon,188339,0.005183575195803203
2022-09-22,Solana,558688,0.015376535178549849
2022-09-23,Ethereum,38895850,0.9787176896859123
2022-09-23,Polygon,195740,0.004925312098311786
2022-09-23,Solana,650054,0.016356998215775874
2022-09-24,Ethereum,38316118,0.9771950024673358
2022-09-24,Polygon,198087,0.0050519112205925235
2022-09-24,Solana,696104,0.017753086312071654
2022-09-25,Ethereum,43864350,0.9366820260024563
2022-09-25,Polygon,191892,0.00409767356255509
2022-09-25,Solana,2773257,0.05922030043498864
2022-09-26,Ethereum,38298439,0.9260065690633693
2022-09-26,Polygon,192559,0.004655826806211954
2022-09-26,Solana,2867714,0.06933760413041876
2022-09-27,Ethereum,38529007,0.9264002107813162
2022-09-27,Polygon,190279,0.004575111570024581
2022-09-27,Solana,2870738,0.0690246776486592
2022-09-28,Ethereum,38925398,0.9269512272661136
2022-09-28,Polygon,189552,0.004513902697430258
2022-09-28,Solana,2877980,0.06853487003645614
2022-09-29,Ethereum,39767704,0.9290676518981315
2022-09-29,Polygon,191754,0.0044798271110163745
2022-09-29,Solana,2844426,0.06645252099085214
2022-09-30,Ethereum,32227082,0.8056074656551541
2022-09-30,Polygon,192839,0.0048205586242488305
2022-09-30,Solana,7583534,0.18957197572059714
2022-10-01,Ethereum,31610184,0.8023142252352219
2022-10-01,Polygon,197511,0.005013127571178767
2022-10-01,Solana,7591063,0.19267264719359936
2022-10-02,Ethereum,31360614,0.8026477541032323
2022-10-02,Polygon,197597,0.0050573240775048725
2022-10-02,Solana,7513242,0.19229492181926278
2022-10-03,Ethereum,38882607,0.8339514340793795
2022-10-03,Polygon,209014,0.004482917645997024
